Product Type,Product Weight (kg),Purpose,Vehicle Type,maxWeightCapacity
Eggs,9921,perishable goods,10 wheeler Reefer Truck,11280
Meat,1148,perishable goods,Medium Refrigerated Van,3035
Leafy Greens,6763,perishable goods,Large Refrigerated Truck,8633
Cows,11797,livestock,10 wheeler Livestock Truck,12434
Chickens,11148,livestock,10 wheeler Livestock Truck,13130
Goats,963,livestock,Small Livestock Truck,1819
Milk,9789,perishable goods,10 wheeler Reefer Truck,11452
Goats,4867,livestock,Large Livestock Truck,6588
Goats,3445,livestock,Large Livestock Truck,3831
Fruits,7431,crops,Dropside Truck,8372
Corn,11362,crops,10 Wheeler Cargo Truck,13280
Cows,11686,livestock,10 wheeler Livestock Truck,13053
Vegetables,7805,crops,Dropside Truck,9186
Pigs,4373,livestock,Large Livestock Truck,6042
Chickens,9896,livestock,10 wheeler Livestock Truck,10249
Frozen Fish,11945,perishable goods,10 wheeler Reefer Truck,12694
Goats,9038,livestock,10 wheeler Livestock Truck,9907
Vegetables,12245,crops,10 Wheeler Dump Truck,14049
Pigs,3411,livestock,Large Livestock Truck,3824
Eggs,2594,perishable goods,Small Refrigerated Truck,3249
Fruits,12702,crops,10 Wheeler Dump Truck,13386
Goats,10139,livestock,10 wheeler Livestock Truck,11062
Frozen Fish,11238,perishable goods,10 wheeler Reefer Truck,12002
Meat,170,perishable goods,Small Refrigerated Van,724
Goats,398,livestock,Small Livestock Truck,871
Cows,3261,livestock,Large Livestock Truck,3532
Corn,12534,crops,10 Wheeler Dump Truck,13278
Pigs,3813,livestock,Large Livestock Truck,5325
Fresh Vegetables,89,perishable goods,Small Refrigerated Van,1989
Meat,10144,perishable goods,10 wheeler Reefer Truck,11902
Milk,9410,perishable goods,10 wheeler Reefer Truck,9718
Corn,5710,crops,Dropside Truck,6021
Milk,1971,perishable goods,Small Refrigerated Truck,2176
Meat,9719,perishable goods,10 wheeler Reefer Truck,11036
Milk,5023,perishable goods,Large Refrigerated Truck,6209
Corn,10611,crops,10 Wheeler Cargo Truck,10995
Milk,4407,perishable goods,Medium Refrigerated Truck,5200
Pigs,5652,livestock,Large Livestock Truck,6744
Rice,13538,crops,10 Wheeler Dump Truck,15498
Milk,10000,perishable goods,10 wheeler Reefer Truck,10435
Rice,2095,crops,Large Pickup Truck,2867
Eggs,7596,perishable goods,Large Refrigerated Truck,7833
Leafy Greens,9310,perishable goods,10 wheeler Reefer Truck,10430
Corn,11605,crops,10 Wheeler Cargo Truck,13143
Vegetables,11918,crops,10 Wheeler Dump Truck,12820
Fruits,3485,crops,Large Pickup Truck,4387
Frozen Fish,6363,perishable goods,Large Refrigerated Truck,7255
Frozen Fish,8838,perishable goods,Large Refrigerated Truck,10210
Cows,6057,livestock,Large Livestock Truck,6731
Chickens,7209,livestock,10 wheeler Livestock Truck,8568
Rice,10959,crops,10 Wheeler Cargo Truck,11164
Goats,1669,livestock,Medium Livestock Truck,2595
Fruits,1108,crops,Large Multicab,1954
Eggs,10576,perishable goods,10 wheeler Reefer Truck,12508
Fruits,8420,crops,10 Wheeler Cargo Truck,9242
Chickens,8530,livestock,10 wheeler Livestock Truck,9743
Fresh Vegetables,3101,perishable goods,Medium Refrigerated Truck,3530
Leafy Greens,172,perishable goods,Small Refrigerated Van,688
Vegetables,2034,crops,Elf Truck,3496
Milk,6466,perishable goods,Large Refrigerated Truck,6777
Rice,3788,crops,Heavy Duty Pickup Truck,4948
Eggs,5746,perishable goods,Large Refrigerated Truck,7710
Fruits,10090,crops,10 Wheeler Cargo Truck,11829
Frozen Fish,7215,perishable goods,Large Refrigerated Truck,8729
Rice,4720,crops,Dropside Truck,6095
Fresh Vegetables,10033,perishable goods,10 wheeler Reefer Truck,11158
Pigs,7674,livestock,10 wheeler Livestock Truck,8286
Vegetables,2353,crops,Large Pickup Truck,4023
Goats,9888,livestock,10 wheeler Livestock Truck,10925
Rice,1810,crops,Elf Truck,2913
Cows,6613,livestock,Large Livestock Truck,6777
Meat,9154,perishable goods,10 wheeler Reefer Truck,9851
Vegetables,8347,crops,10 Wheeler Cargo Truck,9741
Leafy Greens,9549,perishable goods,10 wheeler Reefer Truck,9822
Fruits,10200,crops,10 Wheeler Cargo Truck,11675
Pigs,11489,livestock,10 wheeler Livestock Truck,12750
Frozen Fish,8158,perishable goods,Large Refrigerated Truck,9499
Leafy Greens,7437,perishable goods,Large Refrigerated Truck,7667
Chickens,7144,livestock,10 wheeler Livestock Truck,8630
Eggs,6772,perishable goods,Large Refrigerated Truck,8056
Vegetables,11124,crops,10 Wheeler Dump Truck,11255
Meat,5083,perishable goods,Large Refrigerated Truck,5340
Goats,1994,livestock,Medium Livestock Truck,2664
Cows,2211,livestock,Medium Livestock Truck,3821
Corn,13771,crops,10 Wheeler Dump Truck,15378
Leafy Greens,9302,perishable goods,10 wheeler Reefer Truck,10119
Vegetables,6087,crops,Dropside Truck,6409
Meat,1821,perishable goods,Small Refrigerated Truck,3455
Frozen Fish,5986,perishable goods,Large Refrigerated Truck,7115
Goats,2903,livestock,Medium Livestock Truck,3232
Meat,2177,perishable goods,Small Refrigerated Truck,3149
Meat,4091,perishable goods,Medium Refrigerated Truck,6025
Fruits,14903,crops,10 Wheeler Dump Truck,15686
Eggs,107,perishable goods,Small Refrigerated Van,899
Fruits,5140,crops,Dropside Truck,6363
Pigs,4897,livestock,Large Livestock Truck,6100
Chickens,2013,livestock,Medium Livestock Truck,2999
Cows,2304,livestock,Medium Livestock Truck,2771
Vegetables,5373,crops,Dropside Truck,6862
Meat,3823,perishable goods,Medium Refrigerated Truck,4013
Goats,11578,livestock,10 wheeler Livestock Truck,13276
Cows,5474,livestock,Large Livestock Truck,5583
Pigs,249,livestock,Small Livestock Truck,1244
Chickens,4107,livestock,Large Livestock Truck,5027
Goats,327,livestock,Small Livestock Truck,1832
Eggs,9754,perishable goods,10 wheeler Reefer Truck,10581
Fresh Vegetables,69,perishable goods,Small Refrigerated Van,1954
Chickens,8851,livestock,10 wheeler Livestock Truck,9757
Corn,13353,crops,10 Wheeler Dump Truck,14121
Leafy Greens,11651,perishable goods,10 wheeler Reefer Truck,12797
Corn,11066,crops,10 Wheeler Cargo Truck,11721
Vegetables,13881,crops,10 Wheeler Dump Truck,15812
Fresh Vegetables,10964,perishable goods,10 wheeler Reefer Truck,11518
Cows,11244,livestock,10 wheeler Livestock Truck,12572
Cows,9665,livestock,10 wheeler Livestock Truck,11582
Frozen Fish,1025,perishable goods,Medium Refrigerated Van,1565
Fresh Vegetables,9136,perishable goods,10 wheeler Reefer Truck,10507
Meat,10686,perishable goods,10 wheeler Reefer Truck,11962
Cows,3133,livestock,Large Livestock Truck,4391
Fruits,6563,crops,Dropside Truck,6915
Goats,10344,livestock,10 wheeler Livestock Truck,10597
Chickens,7260,livestock,10 wheeler Livestock Truck,7687
Goats,8556,livestock,10 wheeler Livestock Truck,8922
Corn,10524,crops,10 Wheeler Cargo Truck,11943
Corn,13135,crops,10 Wheeler Dump Truck,14691
Chickens,1222,livestock,Small Livestock Truck,1490
Milk,9672,perishable goods,10 wheeler Reefer Truck,11595
Goats,9538,livestock,10 wheeler Livestock Truck,10979
Meat,3719,perishable goods,Medium Refrigerated Truck,5045
Vegetables,2668,crops,Elf Truck,4080
Meat,4375,perishable goods,Medium Refrigerated Truck,6179
Vegetables,1184,crops,Large Delivery Van,2264
Cows,7650,livestock,10 wheeler Livestock Truck,8113
Leafy Greens,7095,perishable goods,Large Refrigerated Truck,8277
Chickens,5763,livestock,Large Livestock Truck,6458
Fresh Vegetables,9352,perishable goods,10 wheeler Reefer Truck,10468
Chickens,5278,livestock,Large Livestock Truck,6891
Chickens,398,livestock,Small Livestock Truck,1831
Cows,4012,livestock,Large Livestock Truck,5982
Cows,2748,livestock,Medium Livestock Truck,4521
Goats,759,livestock,Small Livestock Truck,2227
Rice,7765,crops,Dropside Truck,9191
Eggs,9831,perishable goods,10 wheeler Reefer Truck,11160
Goats,8504,livestock,10 wheeler Livestock Truck,8609
Goats,2972,livestock,Medium Livestock Truck,3893
Frozen Fish,424,perishable goods,Small Refrigerated Van,1472
Pigs,5541,livestock,Large Livestock Truck,6268
Milk,9694,perishable goods,10 wheeler Reefer Truck,11611
Leafy Greens,6021,perishable goods,Large Refrigerated Truck,7972
Meat,6181,perishable goods,Large Refrigerated Truck,8111
Rice,10345,crops,10 Wheeler Cargo Truck,11942
Pigs,2862,livestock,Medium Livestock Truck,3847
Vegetables,14044,crops,10 Wheeler Dump Truck,14410
Meat,1480,perishable goods,Large Refrigerated Van,2820
Meat,5770,perishable goods,Large Refrigerated Truck,6858
Frozen Fish,3222,perishable goods,Medium Refrigerated Truck,4993
Milk,2483,perishable goods,Small Refrigerated Truck,3281
Cows,7206,livestock,10 wheeler Livestock Truck,7326
Milk,7278,perishable goods,Large Refrigerated Truck,9119
Chickens,1399,livestock,Small Livestock Truck,2219
Frozen Fish,5776,perishable goods,Large Refrigerated Truck,7449
Milk,11120,perishable goods,10 wheeler Reefer Truck,12844
Goats,1497,livestock,Small Livestock Truck,3088
Rice,6789,crops,Dropside Truck,7827
Pigs,3378,livestock,Large Livestock Truck,5149
Frozen Fish,2003,perishable goods,Small Refrigerated Truck,3573
Leafy Greens,4897,perishable goods,Medium Refrigerated Truck,5801
Fruits,12680,crops,10 Wheeler Dump Truck,14653
Fruits,4378,crops,Heavy Duty Pickup Truck,4831
Fresh Vegetables,1365,perishable goods,Large Refrigerated Van,2775
Vegetables,8797,crops,Dropside Truck,9975
Pigs,3661,livestock,Large Livestock Truck,5011
Fresh Vegetables,11963,perishable goods,10 wheeler Reefer Truck,12726
Meat,4691,perishable goods,Medium Refrigerated Truck,6550
Rice,2661,crops,Large Pickup Truck,2895
Leafy Greens,3140,perishable goods,Medium Refrigerated Truck,5018
Corn,1542,crops,Elf Truck,1922
Cows,3294,livestock,Large Livestock Truck,5107
Pigs,8898,livestock,10 wheeler Livestock Truck,9702
Meat,1308,perishable goods,Large Refrigerated Van,1954
Cows,9319,livestock,10 wheeler Livestock Truck,10057
Milk,2698,perishable goods,Small Refrigerated Truck,3639
Chickens,8197,livestock,10 wheeler Livestock Truck,10131
Goats,7078,livestock,10 wheeler Livestock Truck,8459
Milk,6495,perishable goods,Large Refrigerated Truck,8198
Fresh Vegetables,3087,perishable goods,Medium Refrigerated Truck,4225
Milk,5862,perishable goods,Large Refrigerated Truck,7677
Pigs,2155,livestock,Medium Livestock Truck,3456
Corn,14026,crops,10 Wheeler Dump Truck,14511
Cows,11292,livestock,10 wheeler Livestock Truck,12972
Leafy Greens,585,perishable goods,Small Refrigerated Van,1067
Pigs,1608,livestock,Medium Livestock Truck,1759
Frozen Fish,1921,perishable goods,Small Refrigerated Truck,3242
Eggs,1593,perishable goods,Small Refrigerated Truck,2508
Vegetables,4644,crops,Dropside Truck,5115
Milk,422,perishable goods,Small Refrigerated Van,1480
Vegetables,14626,crops,10 Wheeler Dump Truck,15321
Eggs,3582,perishable goods,Medium Refrigerated Truck,4671
Eggs,3666,perishable goods,Medium Refrigerated Truck,4218
Leafy Greens,9969,perishable goods,10 wheeler Reefer Truck,11337
Rice,7439,crops,Dropside Truck,7567
Frozen Fish,2248,perishable goods,Small Refrigerated Truck,3172
Meat,10734,perishable goods,10 wheeler Reefer Truck,11507
Frozen Fish,5540,perishable goods,Large Refrigerated Truck,7044
Chickens,4577,livestock,Large Livestock Truck,5600
Eggs,7805,perishable goods,Large Refrigerated Truck,9781
Cows,10786,livestock,10 wheeler Livestock Truck,12325
Meat,1637,perishable goods,Small Refrigerated Truck,3172
Vegetables,14452,crops,10 Wheeler Dump Truck,16407
Cows,7622,livestock,10 wheeler Livestock Truck,9439
Cows,8582,livestock,10 wheeler Livestock Truck,10169
Rice,11655,crops,10 Wheeler Cargo Truck,13530
Chickens,282,livestock,Small Livestock Truck,518
Corn,7001,crops,Dropside Truck,8020
Rice,10735,crops,10 Wheeler Cargo Truck,11524
Frozen Fish,8244,perishable goods,Large Refrigerated Truck,9424
Leafy Greens,1918,perishable goods,Small Refrigerated Truck,3867
Frozen Fish,10059,perishable goods,10 wheeler Reefer Truck,10508
Vegetables,153,crops,Tricycle,1747
Vegetables,6,crops,Motorcyle with Box,793
Cows,5399,livestock,Large Livestock Truck,7109
Eggs,10834,perishable goods,10 wheeler Reefer Truck,11796
Leafy Greens,10255,perishable goods,10 wheeler Reefer Truck,12228
Meat,11383,perishable goods,10 wheeler Reefer Truck,11591
Fruits,630,crops,Small Multicab,2109
Goats,4405,livestock,Large Livestock Truck,5559
Chickens,7180,livestock,10 wheeler Livestock Truck,7681
Corn,8931,crops,Dropside Truck,9565
Eggs,2884,perishable goods,Small Refrigerated Truck,4747
Fresh Vegetables,8144,perishable goods,Large Refrigerated Truck,9314
Goats,530,livestock,Small Livestock Truck,1051
Cows,4602,livestock,Large Livestock Truck,4874
Pigs,2476,livestock,Medium Livestock Truck,3887
Fruits,5014,crops,Dropside Truck,6455
Milk,8447,perishable goods,Large Refrigerated Truck,8743
Rice,4288,crops,Heavy Duty Pickup Truck,5987
Vegetables,2366,crops,Elf Truck,3016
Fruits,14140,crops,10 Wheeler Dump Truck,15449
Milk,2870,perishable goods,Small Refrigerated Truck,3389
Corn,5601,crops,Dropside Truck,6513
Chickens,3622,livestock,Large Livestock Truck,5214
Cows,7279,livestock,10 wheeler Livestock Truck,8769
Goats,410,livestock,Small Livestock Truck,1173
Fruits,12372,crops,10 Wheeler Dump Truck,12633
Cows,6052,livestock,Large Livestock Truck,7587
Frozen Fish,9185,perishable goods,10 wheeler Reefer Truck,9934
Fresh Vegetables,8494,perishable goods,Large Refrigerated Truck,9480
Vegetables,12099,crops,10 Wheeler Dump Truck,12284
Fresh Vegetables,1251,perishable goods,Large Refrigerated Van,2416
Eggs,2036,perishable goods,Small Refrigerated Truck,3780
Cows,7805,livestock,10 wheeler Livestock Truck,9669
Cows,3115,livestock,Large Livestock Truck,3620
Fresh Vegetables,5583,perishable goods,Large Refrigerated Truck,7007
Fruits,7801,crops,Dropside Truck,7967
Corn,13235,crops,10 Wheeler Dump Truck,13834
Leafy Greens,9971,perishable goods,10 wheeler Reefer Truck,10487
Rice,6583,crops,Dropside Truck,6811
Goats,6771,livestock,Large Livestock Truck,7084
Fruits,5103,crops,Dropside Truck,5367
Milk,6578,perishable goods,Large Refrigerated Truck,8161
Frozen Fish,9431,perishable goods,10 wheeler Reefer Truck,10132
Eggs,5459,perishable goods,Large Refrigerated Truck,5865
Vegetables,569,crops,Small Multicab,2211
Corn,3346,crops,Large Pickup Truck,4104
Fresh Vegetables,3642,perishable goods,Medium Refrigerated Truck,4215
Meat,3495,perishable goods,Medium Refrigerated Truck,4051
Pigs,7135,livestock,10 wheeler Livestock Truck,7654
Pigs,7534,livestock,10 wheeler Livestock Truck,9348
Milk,5023,perishable goods,Large Refrigerated Truck,6681
Fruits,4116,crops,Heavy Duty Pickup Truck,5239
Fresh Vegetables,7030,perishable goods,Large Refrigerated Truck,7463
Rice,4265,crops,Heavy Duty Pickup Truck,5538
Chickens,8460,livestock,10 wheeler Livestock Truck,10302
Corn,13787,crops,10 Wheeler Dump Truck,14927
Pigs,10591,livestock,10 wheeler Livestock Truck,10711
Fruits,12331,crops,10 Wheeler Dump Truck,13357
Vegetables,10938,crops,10 Wheeler Cargo Truck,12226
Goats,5510,livestock,Large Livestock Truck,6660
Fruits,13474,crops,10 Wheeler Dump Truck,14491
Cows,3468,livestock,Large Livestock Truck,4764
Corn,6377,crops,Dropside Truck,7413
Cows,7063,livestock,10 wheeler Livestock Truck,8133
Meat,6914,perishable goods,Large Refrigerated Truck,7772
Chickens,9139,livestock,10 wheeler Livestock Truck,9394
Pigs,10485,livestock,10 wheeler Livestock Truck,11284
Milk,8761,perishable goods,Large Refrigerated Truck,9835
Rice,13182,crops,10 Wheeler Dump Truck,13653
Frozen Fish,3556,perishable goods,Medium Refrigerated Truck,4379
Corn,6103,crops,Dropside Truck,7375
Vegetables,13031,crops,10 Wheeler Dump Truck,13812
Milk,9820,perishable goods,10 wheeler Reefer Truck,11767
Frozen Fish,6442,perishable goods,Large Refrigerated Truck,7564
Leafy Greens,7718,perishable goods,Large Refrigerated Truck,8567
Meat,11248,perishable goods,10 wheeler Reefer Truck,12445
Rice,14319,crops,10 Wheeler Dump Truck,15422
Fruits,13179,crops,10 Wheeler Dump Truck,14642
Vegetables,12240,crops,10 Wheeler Dump Truck,13332
Fruits,12080,crops,10 Wheeler Dump Truck,12780
Fresh Vegetables,2020,perishable goods,Small Refrigerated Truck,2655
Fruits,2214,crops,Large Pickup Truck,3348
Fruits,12452,crops,10 Wheeler Dump Truck,13184
Vegetables,14454,crops,10 Wheeler Dump Truck,15184
Pigs,7614,livestock,10 wheeler Livestock Truck,9404
Leafy Greens,5603,perishable goods,Large Refrigerated Truck,5783
Vegetables,6630,crops,Dropside Truck,6798
Corn,4123,crops,Heavy Duty Pickup Truck,5542
Frozen Fish,99,perishable goods,Small Refrigerated Van,1679
Leafy Greens,3452,perishable goods,Medium Refrigerated Truck,5019
Milk,1365,perishable goods,Large Refrigerated Van,1729
Cows,2313,livestock,Medium Livestock Truck,2964
Rice,14819,crops,10 Wheeler Dump Truck,15670
Goats,8080,livestock,10 wheeler Livestock Truck,8583
Chickens,1148,livestock,Small Livestock Truck,2541
Pigs,11196,livestock,10 wheeler Livestock Truck,12575
Chickens,11917,livestock,10 wheeler Livestock Truck,12898
Frozen Fish,7267,perishable goods,Large Refrigerated Truck,8354
Fresh Vegetables,5551,perishable goods,Large Refrigerated Truck,6856
Chickens,4816,livestock,Large Livestock Truck,6208
Meat,1915,perishable goods,Small Refrigerated Truck,2476
Frozen Fish,6696,perishable goods,Large Refrigerated Truck,8490
Vegetables,10331,crops,10 Wheeler Cargo Truck,12279
Pigs,4546,livestock,Large Livestock Truck,5584
Rice,5387,crops,Dropside Truck,5959
Corn,1599,crops,Large Delivery Van,1858
Goats,4660,livestock,Large Livestock Truck,6166
Chickens,2322,livestock,Medium Livestock Truck,4256
Frozen Fish,4445,perishable goods,Medium Refrigerated Truck,5129
Rice,4647,crops,Dropside Truck,5924
Leafy Greens,10207,perishable goods,10 wheeler Reefer Truck,11775
Frozen Fish,2048,perishable goods,Small Refrigerated Truck,2857
Rice,13642,crops,10 Wheeler Dump Truck,14663
Meat,968,perishable goods,Medium Refrigerated Van,2755
Meat,9240,perishable goods,10 wheeler Reefer Truck,9397
Eggs,358,perishable goods,Small Refrigerated Van,498
Fruits,7943,crops,Dropside Truck,9366
Vegetables,14642,crops,10 Wheeler Dump Truck,15091
Eggs,10405,perishable goods,10 wheeler Reefer Truck,11925
Frozen Fish,1821,perishable goods,Small Refrigerated Truck,2163
Eggs,6860,perishable goods,Large Refrigerated Truck,8154
Eggs,8422,perishable goods,Large Refrigerated Truck,8855
Pigs,7483,livestock,10 wheeler Livestock Truck,9038
Vegetables,14919,crops,10 Wheeler Dump Truck,16888
Meat,5462,perishable goods,Large Refrigerated Truck,6539
Leafy Greens,1733,perishable goods,Small Refrigerated Truck,1987
Chickens,4252,livestock,Large Livestock Truck,5169
Corn,13176,crops,10 Wheeler Dump Truck,14463
Fresh Vegetables,1325,perishable goods,Large Refrigerated Van,3222
Rice,4330,crops,Heavy Duty Pickup Truck,4529
Frozen Fish,1420,perishable goods,Large Refrigerated Van,1894
Meat,2429,perishable goods,Small Refrigerated Truck,3144
